Servicenow TT,INC TT NO,Site ID,Priority,Area,Site Address,Category,Subcategory,Alarm Desc,Month,TT Issue Date,TT Close Date,Breached,Status,Spare Changed,Feedback,Breached_Flag,Spare_Flag,Area_Type,Is_Priority_Area,Month_Num,Priority_Num,IssueDate,Issue_Year,Issue_Month,Issue_Day,Issue_WeekDay
NOCINC0006034949,5046427,4930,,AHM,"WAFRA, PRIVATE FARM, BLK 9",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure - MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034741,5044178,912,,AHM,SHUAIBA SEA SIDE,AC,High Temp 40C,HT 40,Mar,3/25/2026,4/2/2026,,close,NO,"Access issue - there is access issue at site as site is located in SHUAIBA SEA SIDE KNPC need pass to enter site, same informed CL Mr. Nofal. Presently As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT ",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034951,5046435,4932,,AHM,"WAFRA, FARMS, BLK 2, NEAR MOSQUE",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,"Due to rain MEW Power Failure -Team visited site and found MEW power failure there due to rain. Our PRO Registered Complaint. Our MDG team reached with MDG, while connecting MDG MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034952,5046463,4950,,AHM,"WAFRA, Block 8, PRIVATE FARM, ",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,MEW Power Failure due to rain - MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034955 ,5046496,4448,,AHM,"MANGAF BLK 3, STREET 7",MEW,Major / Site Down,AC 2,Mar,3/25/2026,3/25/2026,,close,YES,"AC issue due to rain-AC Control Panel AC 2 relay faulty due to rain, team replaced it. Alarm cleared. ",0,1,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034956,5046500,4903,,AHM,"WAFRA, PAAF, BLK-9",MEW,Major / Site Down,HT 40 / FAF,Mar,3/25/2026,3/25/2026,,close,YES,"AC Issue due to Rain-Team visited AC 2 Gas charged 2KG, AC 1 leak, need to repaire. Alarm cleared. ",0,1,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034957,5046509,4742,,AHM,"JULAIYA, PRIVATE CHALET, RELOCATION OF EXISTING SITE",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,"Building sub DB main breaker tripped-Our team visited site and found building sub DB main breaker tripped due to Rain, team reset it. Alarm cleared. ",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034958 ,5046516,4064,,AHM,"WAFRA, ROAD 306",Tower Light,,Tower Light Failure,Mar,3/25/2026,3/27/2026,,close,NO,"can't wnter site dur to water logging in the area - Our team visited at site and found there is too much ain water logging in the area due to rain so team can’t reach at site same informed CL Mr. Nofal, our team again visited and got access, team found tower light breaker tripped due to rain, reset ",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034937,5046371,5904,,AHM,Wafra Farms - Block 6 - Parcel 214 - PACI NO 94036572 - Unit PACI NO 20001465,MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure - MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034960 ,5045135,5972,,AHM,Wafra Farms - Block 9 - Parcel 9وم - PACI NO 93269753 - Unit PACI NO17824348,MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,"Due to rain MEW Power Failure -Team visited site and found MEW power failure there due to rain. Our PRO Registered Complaint. MDG team reacehd with MDG, while connecting MDG, MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034963 ,5045136,5961,,AHM,Wafra Farms - Block 6 - Parcel 1ص - PACI NO 93829896 - Unit PACI NO19536331,MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure -Team visited site and found MEW power failure there due to rain. Our PRO Registered Complaint. We mobilized MDG in between MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034966 ,5046563,5979,,AHM,Wafra Farms - Block 2 - Parcel 8 - PACI NO 92917413 - Unit PACI NO 16815781,Other,,Rectifier Major Radio / Low Fuel Alarm,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure/MDG Connected -Team visited site and found MEW power failure there due to rain. Our PRO Registered Complaint. Presently MDG team reached with MDG and connected MDG at site but low fuel alarm activestill active as the battery chaarging not complete. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034969,5046570,4903,,AHM,"WAFRA, PAAF, BLK-9",MEW,Major / Site Down,Fire alarm failure,Mar,3/25/2026,3/25/2026,,close,NO,Duplicate TT,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034971,5046535,5779,,AHM,"Wafra Farms - Block 7 - Parcel 11م - PACI NO 94205081 - Unit PACI NO20365445, PRIVATE FARM",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure - MEW power failure there due to rain. Our PRO Registered Complaint. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034937,5046371,5904,,AHM,Wafra Farms - Block 6 - Parcel 214 - PACI NO 94036572 - Unit PACI NO 20001465,MEW,Major / Site Down,Site Down,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure - MEW power failure there due to rain. Our PRO Registered Complaint. Presently we mobilized MDG In between MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034976,5046578,4932,,AHM,"WAFRA, FARMS, BLK 2, NEAR MOSQUE",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Duplicate TT,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034937,5046371,5904,,AHM,Wafra Farms - Block 6 - Parcel 214 - PACI NO 94036572 - Unit PACI NO 20001465,MEW,Major / Site Down,Site Down,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure/MDG connected - Team visited site and found MEW power failure there due to rain. Our PRO Registered Complaint. Presently we mobilized and connected MDG at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034983,5046646,4930,,AHM,"WAFRA, PRIVATE FARM, BLK 9",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034986 ,5046615,4712,,AHM,"AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT",3rd Party,,Rectifier Major Radio,Mar,3/25/2026,3/26/2026,,close,NO,"Access Issue/Camp DG - As site is located inside KPIC ( AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT). Site is getting power from Camp DG. Their DG having major issue. Same informed to Cl owner. Presently they rectified the issue and restored power. Alarm cleared. ",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034989,5046628,4355,,AHM,"JABER AL ALI, BLK 6, STREET 17 MPW",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Its Al bahar DG. Please divert it to concern team,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034993,5046747,4938,,AHM,"WAFRA , ROAD 800 & OM SUFAG ROAD",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,MEW power restored/MDG Disconnected-Team visited and found MEW power restored and we disconnected MDG from site. Alarm cleared. ,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034995,5046793,4695,,AHM,"Wafra Block 2, Private farms  ",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,Due to rain MEW Power Failure - MEW power failure there due to rain. Our PRO Registered Complaint. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006034972,5046536,4805,,AHM,"KABD, MUNICIPALITY, Open area,, near kuwait camel racing club",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,"Al bahar team visited at site and reported their DG running Normally, again our team visited at site and found al bahar dg Breaker was tripped /reset . Now alarm clear ",0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035027,5047152,4304,,AHM,"JABER AL ALI POLICE STATION, BLK 8, STREET 103",Fuel/FFS,,Fire Alarm Failure,Mar,3/25/2026,3/25/2026,,close,NO,Our tem visited at site and found Earth faulty / Rectifierd . Now alarm clear ,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035029,5047195,4355,,AHM,"JABER AL ALI, BLK 6, STREET 17 MPW",AC,Frequency / Load / Other,Overdischarge,Mar,3/25/2026,3/25/2026,,close,NO,MEW Power Failure due to Rain -  MEW Power Failure in the area due to Rain & Thunder. Our PRO has Register Complaint with MEW. Presently MEW power restored. Alarm cleared. ,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035033 ,5047206,4932,,AHM,"WAFRA, FARMS, BLK 2, NEAR MOSQUE",MEW,Major / Site Down,Major,Mar,3/25/2026,3/25/2026,,close,NO,MEW Power Failure due to Rain -  MEW Power Failure in the area due to Rain & Thunder. Our PRO has Register Complaint with MEW. Presently MEW power restored. Alarm cleared. ,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035034 ,5047214,4308,,AHM,"JABER AL ALI, BLK 7, STREET 3,CO OP 7b",MEW,Major / Site Down,Major,Mar,3/25/2026,3/25/2026,,close,NO,MEW Power Failure due to Rain -  MEW Power Failure in the area due to Rain & Thunder. Our PRO has Register Complaint with MEW. Presently MEW power restored. Alarm cleared. ,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035047,5047300,4354,,AHM,"EGAILA, BLK-1, STREET-107, HOUSE-4, PARCEL-767",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,MEW Power Failure due to Rain -  MEW Power Failure in the area due to Rain & Thunder. Our PRO has Register Complaint with MEW. Presently MEW power restored. Alarm cleared. ,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035053,5047331,4938,,AHM,"WAFRA , ROAD 800 & OM SUFAG ROAD",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/25/2026,3/25/2026,,close,NO,MEW  Power Failure due to rain / MDG connected -Team visited site and found MEW power failure in the area. Our PRO has Register Complaint with MEW. Presently we Mobilized and connected MDG at site. Now alarm cleared.,0,0,Priority,1,3,,3/25/2026,2026,3,25,Wednesday
NOCINC0006035056,5047383,4903,,AHM,"WAFRA, PAAF, BLK-9",AC,High Temp 32C,HT32 / 40,Mar,3/26/2026,3/26/2026,,close,YES,"AC Issue due to Rain-Site is delay due to heavy Rain, Team visited site and found AC 2 contactor faulty due to rain, replaced it, ice removed, Thermostate replaced 90 degree. Alarm cleared. ",0,1,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NOCINC0006035044,5047281,4805,,AHM,"KABD, MUNICIPALITY, Open area,, near kuwait camel racing club",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Al bahar DG breaker tripped due to rain-Al bahar team visited site and found their DG running normally, Later our power team attened site and found Al bahar DG breaker tripped due to rain, team reset it. Alarm cleared. ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NO TT,5047622,4537,,AHM,"Fahad Al-Ahmad - Block 2 - St 217 - Parcel 900016 - PACI NO 92523385, COOP",Rectifier,Minor / Low DC / Fuse,LOW DC,Mar,3/26/2026,3/25/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NOCINC0006035057,NO TT,5879,,AHM,Sabah Al-Ahmad Investment - Block 3 - Parcel 10 - PACI NO 95382151 (Agility),Door,,Door Open alarm active,Mar,3/26/2026,3/27/2026,,close,NO,5051471- duplicate tt,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
no TT,5047658,4907,,AHM,"WAFRA, BLK 8, ROAD 500",MEW,Major / Site Down,MAJOR,Mar,3/26/2026,3/26/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NO TT,5047702,4989,,AHM,"WAFRA, FWARS MOI, BOARDER",MEW,Major / Site Down,Major,Mar,3/26/2026,3/26/2026,,close,NO,MEW Power Failure due to rain - MEW power failure there. Due to rain Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5047674,4695,,AHM,"Wafra Block 2, Private farms  ",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,MEW Power Failure due to Rain -  MEW Power Failure in the area due to Rain & Thunder. Our PRO has Register Complaint with MEW. Presently MEW power restored. Alarm cleared. ,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NO TT,4047675,4950,,AHM,"WAFRA, Block 8, PRIVATE FARM, ",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,MEW Power Failure due to rain - MEW power failure there. Due to rain Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5047444,4973,,AHM,"WAFRA, BLOCK-11, PRIVATE FARM",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,MEW power failure due to rain - MDG connected   -  Our team visited at site and found Rain water logging near by site so was unable to reach site  now team is found another way to reach site and connected MDG at site . Now alarm clear ,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5047744,4901,,AHM,"WAFRA, FARM AREA, BLK 2",AC,Frequency / Load / Other,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Also we don't have free MDG to connect any, site same informed CL, Presently we got free MDG we mobilized and connected MDg at site    Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048000,4719,,AHM,"NUWAISEEB, RD 290",Standby DG,DA on Load,DA on Load,Mar,3/26/2026,3/26/2026,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5047998,4728,,AHM,"NUWAISEEB, BESIDE ROAD 40 , near border",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Our PRO Registered Complaint, Presently we mobilized and connected MDG ar site . Now alram clear ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048001,4709,,AHM,"NUWAISEEB, BORDER SEQURITY POLICE OFFICE",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Our PRO Registered Complaint. Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NOCINC0006035093,5048106,4786,,AHM,"JULAIA Road 250, MOD AREA",Standby DG,DA on Load,DA on Load,Mar,3/26/2026,,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048205,5779,,AHM,"Wafra Farms - Block 7 - Parcel 11م - PACI NO 94205081 - Unit PACI NO20365445, PRIVATE FARM",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Also we don't have free MDG to connect any, site same informed CL, Presently we got free MDG we mobilized ,in between MEW power restored.Now alarm clear.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NOCINC0006034986,5048141,4712,,AHM,"AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT",3rd Party,,Rectifier Major Radio,Mar,3/26/2026,,,close,NO,"Access Issue/Camp DG - As site is located inside KPIC ( AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT). Site is getting power from Camp DG. Their DG having major issue. Same informed to Cl owner. Presently they rectified the issue and restored power. Alarm cleared. we got new ttr dulicate.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048150,4655,,AHM,Shalehat Al-Khiran - Block 1 - Road 285 - Parcel 3505 - PACI NO 92403551,MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Also we don't have free MDG to connect any site, same informed CL,  Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048209,4945,,AHM,"SABAH AL AHMAD, BLK 1, STREET 101, NEAR PETROL STN # 142",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Our PRO Registered Complaint. We mobilized MDG In between  MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048260,912,,AHM,SHUAIBA SEA SIDE,AC,High Temp 40C,High Temperature 40C,Mar,3/26/2026,3/27/2026,,close,NO,"Access issue  - there is access issue at site as site is located in SHUAIBA SEA SIDE KNPC need pass to enter site, same informed CL Mr. Nofal. Presently As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5047756,5959,,AHM,Wafra Farms - Block 1 - Parcel 1ق - PACI NO 94341729 - Unit PACI NO20612901,MEW,Major / Site Down,:Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Also we don't have free MDG to connect any, site same informed CL, Presently we got free MDG we mobilized in Between MEW power restoed . Now alarm clear ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048501,4534,,AHM,"Sabahiya - Block 2 - St 12 - Parcel 900025 - PACI NO 92960171,  COOP ",MEW,Major / Site Down,:Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"Due to rain MEW Power Failure - MEW power failure there due to rain, also team delayed due to heavy rain. Our PRO Registered Complaint. We mobilized MDG in between MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5047793,978,,AHM,South Sabah Al Ahmed,AC,Aircon 2 Alarm,Aircon2,Mar,3/26/2026,3/27/2026,,close,NO,"Access issue / Ac issue dou to rain-Our team visited at site and found Road is Blocked water logging in the area due to team and team can't reach at site same informed CL Mr. Nofal, our team visited in morning and got acess team found AC 2 Out wire loose, rectified it. Alar cleared. ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,"5048647
",4584,,AHM,"AHMADI MOC, BLK #5",Fuel/FFS,,FAF,Mar,3/26/2026,3/26/2026,,close,NO,Our team visitd at site and found Eartch fautly due to rain /rectified . Now alram clear ,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048995,4782,,AHM,"NUWAISEEB, ROAD 285",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Presently MEW power restored . Now alarm clear ,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5049157,314,,AHM,"KHAIRAN, SABAH AL AHMAD MARINE CITY A4-KHAIRAN, ROAD 285",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,Our team visited at site and connected our site from Ooredoo and disconnected Our MDG from site . Now alarm clear ,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5049198,927,,AHM,SABAHIYA BLK 4 close to Road 30 ,AC,High Temp 40C,HT 40,Mar,3/26/2026,3/26/2026,,close,YES,AC issue due to rain  - Our team visited at site and found AC 2 PCB hanged due to rain/ reset and AC 1 indoor motor faulty need to replace . Now alarm clear,0,1,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5049544,4695,,AHM,"Wafra Block 2, Private farms  ",Rectifier,Other,A2,Mar,3/26/2026,3/26/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5049546,4938,,AHM,"WAFRA , ROAD 800 & OM SUFAG ROAD",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,"MEW Power restored / MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5049547,4593,,AHM,"Wafra Residential - Block 5 - St 524 - Parcel 900078 - PACI NO 95657848, COOP-2",Rectifier,Other,AC2/AC3,Mar,3/26/2026,3/26/2026,,close,NO,2 Missing from MEW - Our team visited at site and found 2 phase missing from MEW team adjusted load on available module . Now alarm clear,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5048847,4986,,AHM,"WAFRA, TEXACO JOINT OPERATION",AC,Frequency / Load / Other,Major,Mar,3/26/2026,3/29/2026,,close,NO,"Access Issue-There is access issue as site is located in Wafra tecaxo joint Operation, need access pass to enter site, same informed CL Mr. Nofal. Presently MEW power restored at site. Alarm cleared. ",0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
NOCINC0006035174,5049800,4989,S4,AHM,"WAFRA, FWARS MOI, BOARDER",AC,High Temp 32C,High Temperature 32C/40,Mar,3/26/2026,4/13/2026,yes,close,YES," Access Issue Due to current situation/site is in MOI, also Need pass-There is an access issue at site due to current situation also  We don’t have MOI pass. We have already  applied for new passes. , As site is located inside Wafra MOI Border, Pass arranged ,Now team got acess,team visit site and f",1,1,Priority,1,3,4,3/26/2026,2026,3,26,Thursday
Snow Not working,5050094,4528,,AHM,"MANGAF BLK 3, STREET 20",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/26/2026,3/26/2026,,close,NO,MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW.we mobilized MDG in between power restored . Now alarm clear ,0,0,Priority,1,3,,3/26/2026,2026,3,26,Thursday
Snow Not working,5051048,5910,,AHM,Wafra Farms - Block 2 - Parcel 6ش - PACI NO 93000789 - Unit PACI NO16988674,MEW,Major / Site Down,Rectifier Major Radio,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure due to rain - MEW power failure there. Due to rain Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051048,5910,,AHM,Wafra Farms - Block 2 - Parcel 6ش - PACI NO 93000789 - Unit PACI NO16988674,MEW,Minor / Radio,Minor + Low DC,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure due to rain - MEW power failure there. Due to rain Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051210,5910,,AHM,Wafra Farms - Block 2 - Parcel 6ش - PACI NO 93000789 - Unit PACI NO16988674,MEW,Major / Site Down,Rectifier Major,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. We mobilized MDG in between MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051216,4655,,AHM,Shalehat Al-Khiran - Block 1 - Road 285 - Parcel 3505 - PACI NO 92403551,MEW,Major / Site Down,Rectifier Major,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051223,4920,,AHM,"WAFRA, KHATRASH FARMS, BLK 10",Standby DG,DA on Load,DA on Load,Mar,3/27/2026,3/27/2026,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051225,4728,,AHM,"NUWAISEEB, BESIDE ROAD 40 , near border",MEW,Major / Site Down,Rectifier Major,Mar,3/27/2026,3/27/2026,,close,NO,MEW power restored/MDG Disconnected-Team visited and found MEW power restored and we disconnected MDG from site. Alarm cleared. ,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051169,4593,,AHM,"Wafra Residential - Block 5 - St 524 - Parcel 900078 - PACI NO 95657848, COOP-2",MEW,Major / Site Down,Rectifier Major,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051240,4737,,AHM,"KHAIRAN,ROAD 293, NEAR SULTAN CENTRE",Standby DG,Major / Site Down,Rectifier Major,Mar,3/27/2026,3/27/2026,,close,NO,"MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. We will send DG team to check DG, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051294,4907,,AHM,"WAFRA, BLK 8, ROAD 500",Standby DG,DA on Load,DA on Load,Mar,3/27/2026,3/27/2026,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
