Servicenow TT,INC TT NO,Site ID,Priority,Area,Site Address,Category,Subcategory,Alarm Desc,Month,TT Issue Date,TT Close Date,Breached,Status,Spare Changed,Feedback,Breached_Flag,Spare_Flag,Area_Type,Is_Priority_Area,Month_Num,Priority_Num,IssueDate,Issue_Year,Issue_Month,Issue_Day,Issue_WeekDay
NOCINC0006036115,5060617,1112,S2,JAH,"ABDALLY,ABDL-PAAAF ,Inside the PAAAF Compound.",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/9/2026,4/9/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,2,4/9/2026,2026,4,9,Thursday
NOCINC0006036117,5060698,138,S4,JAH,"JABER AL AHMAD, BLOCK-6, STREET - 608 , HOUSE-731, CONTACT-99006671",AC,High Temp 32C,High Temperature 32C,Apr,4/9/2026,4/9/2026,,close,YES,AC Isssue - our team visited site and found AC2 indoor motor faulty replaced with new motor. Now alarm cleared.,0,1,Standard,0,4,4,4/9/2026,2026,4,9,Thursday
NOCINC0006036122,5060773,1042,S4,JAH,"ABRAQ, MOI BORDER CENTER",AC,Aircon 1 Alarm,Aircon1,Apr,4/9/2026,4/9/2026,,close,NO," Access Issue Due to current situation/site is in MOI, also Need pass-There is an access issue at site due to current situation also  We don’t have MOI pass. We have already  applied for new passes. , As site is located inside ABRAQ MOI Border presently Alarm self-cleared and stable. Please close TT",0,0,Standard,0,4,4,4/9/2026,2026,4,9,Thursday
NOCINC0006036115,5060617,1112,S2,JAH,"ABDALLY,ABDL-PAAAF ,Inside the PAAAF Compound.",Other,,Rectifier Major Radio,Apr,4/9/2026,4/9/2026,,close,NO,MEW  Power Failure / MDG connected -Team visited site and found MEW power failure in the area. Our PRO has Register Complaint with MEW. Presently we Mobilized and connected MDG at site. Now alarm cleared.,0,0,Standard,0,4,2,4/9/2026,2026,4,9,Thursday
NOCINC0006036135,5060912,1112,S2,JAH,"ABDALLY,ABDL-PAAAF ,Inside the PAAAF Compound.",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/10/2026,4/10/2026,,close,NO,"MEW Power restored / MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",0,0,Standard,0,4,2,4/10/2026,2026,4,10,Friday
NOCINC0006036136,5060967,1912,S2,JAH,"JAHRA, MUNICIPALITY ,Near 6th ring road ,Inside the U turn Circle.",DG,Major / Site Down,Rectifier Major Radio,Apr,4/10/2026,4/10/2026,,close,NO,DG issue -  Our team visited at site and found dg stopped due to  emergency switch wire loose / Proper fix and stared DG . Now alarm clear ,0,0,Standard,0,4,2,4/10/2026,2026,4,10,Friday
NOCINC0006036141,5061035,1042,S4,JAH,"ABRAQ, MOI BORDER CENTER",AC,Aircon 1 Alarm,Aircon1,Apr,4/10/2026,4/10/2026,,close,NO," Access Issue Due to current situation site is in MOI, also Need pass-There is an access issue at site due to current situation, also We don’t have MOI pass. We have already  applied for new passes. , As site is located inside ABRAQ, MOI BORDER CENTER. Same informed Cl Mr. Khaled sir presently  Alar",0,0,Standard,0,4,4,4/10/2026,2026,4,10,Friday
NOCINC0006036148,5061170,1042,S4,JAH,"ABRAQ, MOI BORDER CENTER",MEW,Major / Site Down,Rectifier Major + AC1/AC2,Apr,4/10/2026,4/10/2026,,close,NO," Access Issue Due to current situation site is in MOI, also Need pass-There is an access issue at site due to current situation, also We don’t have MOI pass. We have already  applied for new passes. , As site is located inside ABRAQ, MOI BORDER CENTER. Same informed Cl Mr. Khaled sir Presently MEW p",0,0,Standard,0,4,4,4/10/2026,2026,4,10,Friday
NOCINC0006036150,5061231,920,S4,JAH,"SAAD AL-ABDALLA,BLOCK 8,Street-848 ,Near to the Viva GRD Tower.",DG,Major / Site Down,Rectifier Major Radio,Apr,4/10/2026,4/10/2026,,close,NO,DG issue - Our team attended site and found DG stopped due to RPM team adjust the RPM and Now alarm cleared ,0,0,Standard,0,4,4,4/10/2026,2026,4,10,Friday
NOCINC0006036153,5061190,1092,S1,JAH,"RAWDATEEN,Abdally 80 Road",Standby DG,DA on Load,DA on Load,Apr,4/10/2026,4/10/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/10/2026,2026,4,10,Friday
NOCINC0006036148,5061170,1042,S4,JAH,"ABRAQ, MOI BORDER CENTER",AC,Aircon 1 Alarm,AC1,Apr,4/10/2026,4/10/2026,,close,NO," Access Issue Due to current situation site is in MOI, also Need pass-There is an access issue at site due to current situation, also We don’t have MOI pass. We have already  applied for new passes. , As site is located inside ABRAQ, MOI BORDER CENTER. Same informed Cl Mr. Khaled sir Presently MEW p",0,0,Standard,0,4,4,4/10/2026,2026,4,10,Friday
NOCINC0006036161,5061330,801,S4,JAH,"DOHA,DOHA SHALEAH AREA,Near to the Road.",Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Apr,4/10/2026,4/10/2026,,close,NO,Alarm reconfigured - Our team visited site and reconfigured the alarm. Alarm cleared,0,0,Standard,0,4,4,4/10/2026,2026,4,10,Friday
NOCINC0006036166 ,5061356,365,S4,JAH,"JAHRA,QASAR, BLK-3, ROAD-80, BESIDE VIVA SITE",DG,Major / Site Down,Rectifier Major Radio,Apr,4/10/2026,4/10/2026,,close,YES,"DG Issue - Our team visited site and found water pump leakage,repaired.top up DG started. Now alarm cleared. ",0,1,Standard,0,4,4,4/10/2026,2026,4,10,Friday
NOCINC0006036171,5061447,1032,S1,JAH,"UM AL NIQA,Um Niqa muncipality,Desert.",DG,Major / Site Down,Rectifier Major Radio,Apr,4/10/2026,4/10/2026,,close,YES,DG issue  - Our team visited at site and found DG stopped due to  radiator cap faulty / replaced and water added in radiator and started DG . now alarm clear,0,1,Standard,0,4,1,4/10/2026,2026,4,10,Friday
NOCINC0006036169,5061381,1076,S2,JAH,"UM AL NIQA, MPW,Inside the Water Filling Station Compound.",Standby DG,Major / Site Down,Rectifier Major Radio,Apr,4/11/2026,4/11/2026,,close,NO," Al bahar DG   -   Al bahar team visited at site and found their DG Breaker was tripped They reset the Breaker and reported their DG  running fine  but still site down,  later our team visited at site and adjusted load . now alarm clear",0,0,Standard,0,4,2,4/11/2026,2026,4,11,Saturday
NOCINC0006036182,No TT,365,S4,JAH,"JAHRA,QASAR, BLK-3, ROAD-80, BESIDE VIVA SITE",DG,Major / Site Down,Site down,Apr,4/11/2026,4/11/2026,,close,YES,"Solar site/Our DG Issue-As it is solar Site but our DG was running at site, Now DG team attended site and found our DG stopped due to dynamo faulty, temporary repaired and started our DG, Also DG PM completed. Alarm cleared. ",0,1,Standard,0,4,4,4/11/2026,2026,4,11,Saturday
NOCINC0006036184,5061705,4809,S1,JAH,"KABD, POLICE STATION,Inside the Police station Compound ,Near to the Viva and Ooreedo Towers.",Standby DG,DA on Load,DA on Load,Apr,4/11/2026,4/11/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/11/2026,2026,4,11,Saturday
NOCINC0006036191,5061719,1912,S2,JAH,"JAHRA, MUNICIPALITY ,Near 6th ring road ,Inside the U turn Circle.",DG,Major / Site Down,Rectifier Major Radio,Apr,4/11/2026,4/11/2026,,close,NO,"While MOP team working DG tripped-MOP team working at site in between DG tripped, Presently our DG team attended site and started our DG. Alarm cleared. ",0,0,Standard,0,4,2,4/11/2026,2026,4,11,Saturday
NOCINC0006036190,5061718,1162,S4,JAH,"SAAD AL-ABDALLA,Block 10 ,Street-25 ,MEW Compound.",MEW,Major / Site Down,:Rectifier Major Radio,Apr,4/11/2026,4/11/2026,,close,NO,MEW Power Failure -  MEW Power Failure in the area. Our PRO has Register Complaint with MEW. Presently MEW power restored. Alarm cleared. ,0,0,Standard,0,4,4,4/11/2026,2026,4,11,Saturday
NOCINC0006036194,5061740,849,S4,JAH,"SUBIYA,Desert area ,Near to the Viva and Ooreedo Sites.",3rd Party,,Rectifier Major Radio,Apr,4/11/2026,4/11/2026,,close,NO,3rd Party-its sharing site with Ooredoo . Now site is clear ,0,0,Standard,0,4,4,4/11/2026,2026,4,11,Saturday
NOCINC0006036197,5061802,5130,S4,JAH,Al Mutlaa Residential 5 - Block 3 - St 316 - Parcel 195 - House 195 - PACI NO 95941873 - Unit PACI NO22403599,MEW,Major / Site Down,Rectifier Major Radio,Apr,4/11/2026,4/11/2026,,close,NO,"MEW power Failure/MDG Permission Issue-Team visited site and found MEW power failure due to MEW cable faulty, MEW team is working to rectify the issue. Also we can't connect MDG, As site is located inside local residency. Same informed CL Mr. KHaled. Presently MEW power restored. Alarm cleared.",0,0,Standard,0,4,4,4/11/2026,2026,4,11,Saturday
NOCINC0006036202,5061786,1042,S4,JAH,"ABRAQ, MOI BORDER CENTER",AC,Aircon 1 Alarm,Aircon1,Apr,4/11/2026,4/11/2026,,close,NO," Access Issue Due to current situation site is in MOI, also Need pass-There is an access issue at site due to current situation, also We don’t have MOI pass. We have already  applied for new passes. , As site is located inside ABRAQ, MOI BORDER CENTER. Same informed Cl Mr. Khaled sir Presently MEW p",0,0,Standard,0,4,4,4/11/2026,2026,4,11,Saturday
NOCINC0006036204,5061821,1030,S1,JAH,"SALMY,SALMY road 70 ,Near to 70 SALMY Road ,Viva Sharing the same Tower.",Standby DG,DA on Load,DA on Load,Apr,4/11/2026,4/11/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/11/2026,2026,4,11,Saturday
NOCINC0006036203,C5061822,1090,S1,JAH,"SALMY,SALMY 1 AGR",Standby DG,DA on Load,DA on Load,Apr,4/11/2026,4/11/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/11/2026,2026,4,11,Saturday
NOCINC0006036213,5061933,5101,S4,JAH,"Al Mutla, Residential 8, Block-1, St-105",AC,Frequency / Load / Other,Low Temperature,Apr,4/11/2026,4/11/2026,,close,NO,AC Issue/Temperature adjusted-Team attended site and AC temperature adjusted. Now alarm clear ,0,0,Standard,0,4,4,4/11/2026,2026,4,11,Saturday
NOCINC0006036217,5062009,1030,S1,JAH,"SALMY,SALMY road 70 ,Near to 70 SALMY Road ,Viva Sharing the same Tower.",Standby DG,DA on Load,DA on Load,Apr,4/11/2026,4/12/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/11/2026,2026,4,11,Saturday
NOCINC0006036216,5061965,1090,S1,JAH,"SALMY,SALMY 1 AGR",Standby DG,DA on Load,DA on Load,Apr,4/11/2026,4/12/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/11/2026,2026,4,11,Saturday
NOCINC0006036220 ,5062027,302,,JAH,"JABER AL AHMAD, N2 BLOCK -6 ,Near the Round pot.",DG,Major / Site Down,Rectifier Major Radio,Apr,4/12/2026,4/12/2026,,close,YES,DG issue - our team attended site and found DG stopped due to oil sensor faulty / replaced. Now alarm cleared.,0,1,Standard,0,4,,4/12/2026,2026,4,12,Sunday
NOCINC0006036221,5061984,1162,S4,JAH,"SAAD AL-ABDALLA,Block 10 ,Street-25 ,MEW Compound.",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/12/2026,4/12/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/12/2026,2026,4,12,Sunday
NOCINC0006036228 ,5062057,5864,S4,JAH,"ABDDALLY, BLOCK-1",MEW,Major / Site Down,Rectifier Major,Apr,4/12/2026,4/12/2026,,close,NO,MEW Power Failure -Team visited site with MDG and found MEW power failure there. Our PRO Registered Complaint with MEW and while connecting MDG MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/12/2026,2026,4,12,Sunday
NOCINC0006036226,5062102,340,,JAH,"ABDALLY, BLOCK-6, TEMP SITE",Rectifier,Minor / Low DC / Fuse,Minor Repeating,Apr,4/12/2026,4/12/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,4,,4/12/2026,2026,4,12,Sunday
NOCINC0006036229,5062113,1097,S4,JAH,"YANKEE,YANKEE CAMP ,Outsde compound of the Camp.",3rd Party,,Rectifier Major,Apr,4/12/2026,4/12/2026,,close,NO,"3rd Party-We are getting power from the Camp DG and their DG having some issue, now they rectified it. Alarm cleared. ",0,0,Standard,0,4,4,4/12/2026,2026,4,12,Sunday
NOCINC0006036231,5062068,1263,S3,JAH,"JABER AL AHMAD ,Block-1,Street-116 ,MOH CLINIC Compound.",Rectifier,Minor / Low DC / Fuse,:Rectifier Minor Radio / AC 3,Apr,4/12/2026,4/12/2026,,close,NO,"Phase restored-Our Pro registered the complain to MEW, Our team visited site and found two phase missing from MEW, Presently phase restored. Alarm cleared. ",0,0,Standard,0,4,3,4/12/2026,2026,4,12,Sunday
NOCINC0006036243,5060680,5799,S4,JAH,"ABDALLY, BLOCK-5",MEW,Major / Site Down,Rectifier Major,Apr,4/12/2026,4/12/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. We mobilized MDG in between MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/12/2026,2026,4,12,Sunday
NOCINC0006036246 ,5062157,5864,S4,JAH,"ABDDALLY, BLOCK-1",MEW,Major / Site Down,Rectifier Major,Apr,4/12/2026,4/12/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/12/2026,2026,4,12,Sunday
NOCINC0006036281,5062254,1910,S4,JAH,"JAHRA, QASER, TEACHERS SOCIETY ,Near to road side.",AC,Aircon 1 Alarm,Aircon1,Apr,4/12/2026,4/13/2026,,close,YES,"Access Issue/AC Issue- Our team visited site and found Building entrance closed, Security guard not allowing to Access site, same informed to CL Mr.Khalid. Again our team visited in morning and got access, Team found ELCB DB wire short/repaired. Alarm cleared.",0,1,Standard,0,4,4,4/12/2026,2026,4,12,Sunday
NOCINC0006036314,5062602,5864,S4,JAH,"ABDDALLY, BLOCK-1",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. We mobilized MDG in between MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036319 ,5062685,1289,S4,JAH,"SAAD AL-ABDALLA,BLK 10 ,Street -83 ,MOH Compound.",MEW,Major / Site Down,:Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036343,5062775,4048,S4,JAH,Abdally - Block 5 - Parcel 1‏ك - PACI NO 91358197 - Unit PACI NO 14384076,MEW,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036341 ,5062774,570,S4,JAH,"ABDALLY, BLOCK-3, PRIVATE FARM",Standby DG,DA on Load,DA on Load,Apr,4/13/2026,4/13/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036347,5062777,1032,S1,JAH,"UM AL NIQA,Um Niqa muncipality,Desert.",DG,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO,"DG issue/MDG connected-Our team visited site and found DG having issue, now we mobilzied and connected MDG at site. Alarm cleared. ",0,0,Standard,0,4,1,4/13/2026,2026,4,13,Monday
NOCINC0006036363 ,NO TT,923,S4,JAH,"AMGHARA,North west Amghara,Desert Area.",AC,Frequency / Load / Other,"After Al bahar CM activity, HT active",Apr,4/13/2026,4/13/2026,,close,NO,After Al bahar CM Activity HT active-After Al bahar CM Activity HT 32 alarm active. Our team visited site and found AC1 7AC2 both compressor heatup made it cool.Now alarm cleared.,0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036363,5062764,1033,S1,JAH,"UM AL AISH,Muncipality",Door,,Door open,Apr,4/13/2026,4/13/2026,,close,NO,"Door open-Our DG team is at site, Please close TT",0,0,Standard,0,4,1,4/13/2026,2026,4,13,Monday
NOCINC0006036378,5062948,816,S2,JAH,Kabd Farms-Block 8,DG,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,YES,DG Issue -Our team visited site and found DG Stoped due to radiator top tank leake repaired and muntain bush 2 installed coolant 5 liter.Now started DG. Now alarm cleared.,0,1,Standard,0,4,2,4/13/2026,2026,4,13,Monday
NOCINC0006036378,5062948,816,S2,JAH,Kabd Farms-Block 8,DG,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO,DG Issue - Our team visited site and found DG stopped due to Over frequency. Now team pemporarly adjusted frequency . Now alarm cleared.,0,0,Standard,0,4,2,4/13/2026,2026,4,13,Monday
NOCINC0006036403 ,5063015,1042,S4,JAH,"ABRAQ, MOI BORDER CENTER",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO," Access Issue Due to current situation site is in MOI, also Need pass-There is an access issue at site due to current situation, also We don’t have MOI pass. We have already  applied for new passes. , As site is located inside ABRAQ, MOI BORDER CENTER. Same informed Cl Mr. Khaled sir Presently MEW p",0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036380,5062952,300,,JAH,"Mutla N6, B1",Standby DG,Major / Site Down,Rectifier Major Radio,Apr,4/13/2026,4/13/2026,,close,NO,"Al Bahar DG - After Al bahar CM Activity HT active-After Al bahar CM Activity minor active.AS per noc now no alarm active,site clear.",0,0,Standard,0,4,,4/13/2026,2026,4,13,Monday
NOCINC0006036394,5062967,934,S4,JAH,Mutla N3,Standby DG,Major / Site Down,site down,Apr,4/13/2026,4/13/2026,,close,NO,"Rectifier module Faulty - Our team visited site and found Power1 Rectifier 1module faulty removed,And Power 1 Rectifier 1 module Added. Now alarm cleared. ",0,0,Standard,0,4,4,4/13/2026,2026,4,13,Monday
NOCINC0006036418,5063278,4657,S4,JAH,Jaber Al-Ahmad – Block 2 – ST 258 – parcel 308 – House 29 – PACI NO 93731696,MEW,Major / Site Down,MAjor,Apr,4/14/2026,4/14/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/14/2026,2026,4,14,Tuesday
NOCINC0006036423,5063331,1043,S4,JAH,"SHEDADIYA,Shedadiya MUNCIPALITY ,Near to the 6th ring Road ,Opposite to Agility warehouse",Standby DG,DA on Load,DA on Load,Apr,4/14/2026,4/14/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,4,4/14/2026,2026,4,14,Tuesday
NOCINC0006036451,5063582,1029,S1,JAH,"SALMY,SALMY Road, Muncipality ,Desert Area.",Fuel/FFS,,:Fire Alarm,Apr,4/14/2026,4/14/2026,,close,NO,Fire Alarm - Our team visited site and found smoke detector activated gas released through solenoid and cleaned smoke detector and reset panel. Now alarm cleared.,0,0,Standard,0,4,1,4/14/2026,2026,4,14,Tuesday
NOCINC0006036463,5063406,4023,S4,JAH,"ABDALLY,ABDALLY FARM,Inside the compound of Private Farm.",AC,High Temp 32C,HT32,Apr,4/14/2026,4/14/2026,,close,YES,"Ac Issue - our team visited site and found AC1 breaker tripped reset, AC2 contactor faulty 24v need to replaced. Now alarm cleared.",0,1,Standard,0,4,4,4/14/2026,2026,4,14,Tuesday
NOCINC0006036495,5063976,565,,JAH,"ABDALLY, BLOCK-1, PRIVATE FARM",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/15/2026,4/15/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,,4/15/2026,2026,4,15,Wednesday
NOCINC0006036496,5063997,833,S4,JAH,"SAAD AL-ABDALLA,BLK 7, TEMP. SITE ,Street -19,Opposite to the Residential area.",AC,Aircon 1 Alarm,Aircon1,Apr,4/15/2026,4/15/2026,,close,NO,false alarm -  Our team visited at site  and found AC 1 alarm is false alarm which is generating from BTS. Please divert to concern team.,0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036498,5064003,1034,S1,JAH,"RAWDATEEN,Rawdatain Mincipality",Standby DG,DA on Load,DA on Load,Apr,4/15/2026,4/15/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,4,1,4/15/2026,2026,4,15,Wednesday
NOCINC0006036499,5064006,1097,S4,JAH,"YANKEE,YANKEE CAMP ,Outsde compound of the Camp.",Rectifier,Minor / Low DC / Fuse,Rectifier Minor Radio,Apr,4/15/2026,4/15/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036504,5064048,1893,S4,JAH,"SULAIBIYA,Industial -1 , TENERRY CO",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/15/2026,4/15/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036505,5064018,5864,S4,JAH,"ABDDALLY, BLOCK-1",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/15/2026,4/15/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036511 ,5064027,4191,S3,JAH,"JAHRA,NASEEM, BLOCK-3,Near Main Road, HOUSE-177",Rectifier,Minor / Low DC / Fuse,Low DC Voltage Radio,Apr,4/15/2026,4/15/2026,,close,NO,MOP is going on.- As Per NOC MOP is going on. ,0,0,Standard,0,4,3,4/15/2026,2026,4,15,Wednesday
NOCINC0006036542 ,5064192,387,,JAH,"SALMY,SINO Hydro company - SALMY Road ,Desert Area.",3rd Party,,Rectifier Major,Apr,4/15/2026,4/15/2026,,close,NO,its sharing site with Ooredoo . Now site is clear ,0,0,Standard,0,4,,4/15/2026,2026,4,15,Wednesday
NOCINC0006036561 ,5064241,4163,S4,JAH,"AMGARA, BLOCK-2, KHORAFI WORKSHOP",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/15/2026,4/15/2026,,close,NO,MEW Power Failure - Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036563,5064332,1075,S4,JAH,"SHIHEED,SHIHEED MOI,Desert Area.",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/15/2026,4/15/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036575,5064509,1059,S4,JAH,"SHEGAIYA,SHEGAIYA MOI,Desert Area.",AC,Frequency / Load / Other,site down / Low Fuel Alarm,Apr,4/15/2026,4/18/2026,,close,NO,"Access Issue Due to current situation/site is in MOI,  There is access issue during night time  Due to current situation  as site is located in (SHEGAIYA,SHEGAIYA MOI,Desert Area). will send team in morning to check, presenlty Our team attended site and update MEW power failure in the area, also we ",0,0,Standard,0,4,4,4/15/2026,2026,4,15,Wednesday
NOCINC0006036577,5064517,1059,S4,JAH,"SHEGAIYA,SHEGAIYA MOI,Desert Area.",AC,High Temp 32C,High Temperature 32C,Apr,4/16/2026,4/16/2026,,close,NO,"Access Issue Due to current situation/site is in MOI,  There is access issue during night time  Due to current situation  as site is located in (SHEGAIYA,SHEGAIYA MOI,Desert Area). will send team in morning to check, same informed CL Mr. Khalid / duplicate TT. ",0,0,Standard,0,4,4,4/16/2026,2026,4,16,Thursday
NOCINC0006036591,5064711,1013,S4,JAH,"UM AL-REMAM,Um Al-Remam ,Al zoor Road side.",MEW,Major / Site Down,Rectifier Major Radio,Apr,4/16/2026,4/16/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,4,4,4/16/2026,2026,4,16,Thursday
NOCINC0006036623,5064777,5794,S4,JAH,Jahra - Block 4 - St 3 Lane 3 - Parcel 9123 - PACI NO 92037184,MEW,Major / Site Down,Rectifier Major Radio,Apr,4/16/2026,4/16/2026,,close,NO,MEW  Power Failure -Team visited site and found MEW power failure in the area. Our PRO has Register Complaint with MEW. Presently we Mobilized MDG at site while connecting MDG MEW power restored . Now alarm cleared.,0,0,Standard,0,4,4,4/16/2026,2026,4,16,Thursday
NOCINC0006036649,5064854,920,S4,JAH,"SAAD AL-ABDALLA,BLOCK 8,Street-848 ,Near to the Viva GRD Tower.",AC,High Temp 32C,High Temperature 32C,Apr,4/16/2026,4/16/2026,,close,NO,"AC Issue-Team visited site and found AC 1, AC 2  compressor heat up, made it coolled, Alarm cleared. ",0,0,Standard,0,4,4,4/16/2026,2026,4,16,Thursday
NOCINC0006036680 ,NO TT,1045,S4,JAH,"ABDALLY,ABDALLY FARMS BLK 6",Other,,Fuel theft alarm active,Apr,4/16/2026,4/16/2026,,close,NO,"After MOP Fuel theft alarm active- Afte MOP Fuel theft alarm active, now our team attended site and found there is no any theft, team Cleaned the fuel sensor and refix. Alarm cleared. ",0,0,Standard,0,4,4,4/16/2026,2026,4,16,Thursday
NOCINC0006036649,5064854,920,S4,JAH,"SAAD AL-ABDALLA,BLOCK 8,Street-848 ,Near to the Viva GRD Tower.",AC,High Temp 32C,High Temperature 32C,Apr,4/16/2026,4/16/2026,,close,NO,"AC Issue-Team visited site and found AC 1, AC 2  compressor heat up, made it coolled, Alarm cleared. ",0,0,Standard,0,4,4,4/16/2026,2026,4,16,Thursday
NOCINC0006036694 ,5065093,1061,S2,JAH,"RATQA,Ratqa POLICE STATION ,Desert Area.",Rectifier,Minor / Low DC / Fuse,:Rectifier Minor Radio,Apr,4/16/2026,4/17/2026,,close,NO," Access Issue Due to current situation/site is in MOI/  -There is an access issue at site During night time due to current situation , As site is located inside RATQA,Ratqa POLICE STATION ,Desert Area. Will send team in morning to check, same informed CL Mr. Khalid, Presently As per KWT NOC there is",0,0,Standard,0,4,2,4/16/2026,2026,4,16,Thursday
